CopyNo X Y Z Orientation_theta Orientation_phi
50956 20328.81 0.0729 2251.774 83.6792 0.0002
50957 20328.81 1142.335 2251.774 83.6891 3.2162
50958 20439.87 -1147.87 730.744 87.9557 -3.2143
50959 20439.87 0.0734 730.744 87.9525 0.0002
50960 20439.87 1148.025 730.744 87.9557 3.2147
50961 20122.06 3109.373 2251.774 83.6891 8.7842
50962 19884.56 4226.669 2251.774 83.6792 12.0002
50963 19647.07 5343.969 2251.774 83.6891 15.2162
50964 20231.87 3126.898 730.744 87.9557 8.7857
50965 19993.19 4249.76 730.744 87.9525 12.0002
50966 19754.52 5372.625 730.744 87.9557 15.2147
50967 19035.87 7225.036 2251.774 83.6891 20.7842
50968 18571.26 8268.539 2251.774 83.6792 24.0002
50969 18106.66 9312.046 2251.774 83.6891 27.2162
50970 19139.64 7265.01 730.744 87.9557 20.7857
50971 18672.72 8313.711 730.744 87.9525 24.0002
50972 18205.8 9362.415 730.744 87.9557 27.2147
50973 17143.41 10982.12 2311.614 83.5223 32.6437
50974 16443.28 11945.78 2311.614 83.5113 35.9978
50975 17191.14 11016.79 1503.726 85.788 32.6534
50976 15789.95 12945.36 1503.728 85.788 39.3465
50977 16538.72 12015.13 695.8369 88.0505 35.9978
50978 15837.67 12980.04 695.8369 88.0538 39.3369
50979 14451.44 14342.98 2251.774 83.6891 44.7842
50980 13602.58 15107.3 2251.774 83.6793 48.0002
50981 12753.71 15871.62 2251.774 83.6891 51.2162
50982 14529.98 14421.71 730.744 87.9557 44.7857
50983 13676.89 15189.83 730.744 87.9525 48.0002
50984 12823.79 15957.96 730.744 87.9557 51.2147
50985 11153.57 17034.18 2251.774 83.6891 56.7842
50986 10164.34 17605.3 2251.774 83.6792 60.0002
50987 9175.113 18176.43 2251.774 83.6891 63.2162
50988 11214.03 17127.51 730.744 87.9557 56.7857
50989 10219.87 17701.48 730.744 87.9525 60.0002
50990 9225.714 18275.46 730.744 87.9557 63.2147
50991 7368.232 18980.9 2251.774 83.6891 68.7842
50992 6281.879 19333.87 2251.774 83.6792 72.0002
50993 5195.522 19686.85 2251.774 83.6891 75.2162
50994 7407.962 19084.76 730.744 87.9557 68.7857
50995 6316.197 19439.49 730.744 87.9525 72.0002
50996 5224.429 19794.23 730.744 87.9557 75.2147
50997 3260.868 20098.06 2251.774 83.6891 80.7842
50998 2124.867 20217.46 2251.774 83.6793 84.0002
50999 988.8618 20336.85 2251.774 83.6891 87.2162
51000 3278.135 20207.92 730.744 87.9557 80.7857
51001 2136.475 20327.91 730.744 87.9525 84.0002
51002 994.8119 20447.9 730.744 87.9557 87.2147
51003 -989.011 20336.84 2251.774 83.6891 92.7842
51004 -2125.01 20217.44 2251.774 83.6792 96.0002
51005 -3261.02 20098.04 2251.774 83.6891 99.2162
51006 -994.962 20447.89 730.744 87.9557 92.7857
51007 -2136.62 20327.89 730.744 87.9525 96.0002
51008 -3278.28 20207.89 730.744 87.9557 99.2147
51009 -5147.01 19698.02 2311.614 83.5223 104.6437
51010 -6279.86 19329.93 2311.614 83.5113 107.9978
51011 -5165.24 19754.12 1503.726 85.788 104.6534
51012 -7432.41 19017.47 1503.728 85.788 111.3466
51013 -6316.32 19442.13 695.8369 88.0505 107.9978
51014 -7450.64 19073.57 695.8369 88.0538 111.3369
51015 -9175.25 18176.36 2251.774 83.6891 116.7842
51016 -10164.5 17605.23 2251.774 83.6793 120.0003
51017 -11153.7 17034.1 2251.774 83.6891 123.2162
51018 -9225.85 18275.39 730.744 87.9557 116.7857
51019 -10220 17701.41 730.744 87.9525 120.0002
51020 -11214.2 17127.43 730.744 87.9557 123.2148
51021 -12753.8 15871.53 2251.774 83.6891 128.7841
51022 -13602.7 15107.2 2251.774 83.6793 132.0002
51023 -14451.5 14342.88 2251.774 83.6891 135.2161
51024 -12823.9 15957.86 730.744 87.9557 128.7857
51025 -13677 15189.73 730.744 87.9525 132.0002
51026 -14530.1 14421.6 730.744 87.9557 135.2147
51027 -15775 12873.03 2251.774 83.6891 140.7842
51028 -16446.4 11948.92 2251.774 83.6793 144.0002
51029 -17117.8 11024.8 2251.774 83.6891 147.2162
51030 -15861.5 12942.91 730.744 87.9557 140.7857
51031 -16536.2 12014.19 730.744 87.9525 144.0001
51032 -17211 11085.48 730.744 87.9557 147.2147
51033 -18106.7 9311.913 2251.774 83.6891 152.7841
51034 -18571.3 8268.406 2251.774 83.6792 156.0002
51035 -19035.9 7224.896 2251.774 83.6891 159.2162
51036 -18205.9 9362.281 730.744 87.9557 152.7858
51037 -18672.8 8313.577 730.744 87.9525 156.0002
51038 -19139.7 7264.869 730.744 87.9557 159.2147
51039 -19647.1 5343.824 2251.774 83.6891 164.7842
51040 -19884.6 4226.526 2251.774 83.6793 168.0002
51041 -20122.1 3109.224 2251.774 83.6891 171.2162
51042 -19754.6 5372.479 730.744 87.9557 164.7858
51043 -19993.2 4249.616 730.744 87.9525 168.0002
51044 -20231.9 3126.749 730.744 87.9557 171.2147
51045 -20442.4 398.8804 -695.837 91.9492 178.8822
51046 -20442.4 -428.22 -695.837 91.9491 -178.8
51047 -20442.4 -1253.29 -695.837 91.9459 -176.4917
51048 -20383.4 1225.98 -1503.73 94.2116 176.558
51049 -20383.4 -1253.29 -1503.73 94.2113 -176.4816
51050 -20324.4 1225.98 -2311.61 96.477 176.5481
51051 -20324.4 398.8804 -2311.61 96.4875 178.8757
51052 -20324.4 -428.22 -2311.61 96.4873 -178.793
51053 -20253.2 -3026.43 -730.744 92.0437 -171.5012
51054 -20079.9 -3841.99 -730.744 92.0471 -169.1682
51055 -19906.5 -4657.54 -730.744 92.0471 -166.8313
51056 -19733.2 -5473.09 -730.744 92.0437 -164.4984
51057 -20144.6 -3003.34 -2251.77 96.3089 -171.5203
51058 -19971.2 -3818.89 -2251.77 96.3194 -169.1746
51059 -19797.9 -4634.45 -2251.77 96.3194 -166.825
51060 -19624.5 -5450 -2251.77 96.3089 -164.4793
51061 -19181.4 -7171.18 -730.744 92.0437 -159.5012
51062 -18842.3 -7932.87 -730.744 92.0471 -157.1682
51063 -18503.2 -8694.56 -730.744 92.0471 -154.8314
51064 -18164 -9456.25 -730.744 92.0437 -152.4983
51065 -19080 -7126.01 -2251.77 96.3089 -159.5203
51066 -18740.8 -7887.7 -2251.77 96.3194 -157.1746
51067 -18401.7 -8649.39 -2251.77 96.3194 -154.825
51068 -18062.6 -9411.08 -2251.77 96.3089 -152.4793
51069 -17271.3 -11002.5 -730.744 92.0437 -147.5013
51070 -16781.2 -11677 -730.744 92.0471 -145.1683
51071 -16291.1 -12351.6 -730.744 92.0471 -142.8313
51072 -15801 -13026.1 -730.744 92.0437 -140.4984
51073 -17181.4 -10937.2 -2251.77 96.3089 -147.5203
51074 -16691.4 -11611.8 -2251.77 96.3194 -145.1746
51075 -16201.3 -12286.3 -2251.77 96.3194 -142.825
51076 -15711.2 -12960.8 -2251.77 96.3089 -140.4794
51077 -14606.3 -14353 -730.744 92.0437 -135.5011
51078 -13986.7 -14910.9 -730.744 92.0471 -133.1682
51079 -13367.1 -15468.8 -730.744 92.0471 -130.8314
51080 -12747.5 -16026.7 -730.744 92.0437 -128.4984
51081 -14532 -14270.4 -2251.77 96.3089 -135.5204
51082 -13912.4 -14828.4 -2251.77 96.3194 -133.1745
51083 -13292.8 -15386.3 -2251.77 96.3194 -130.825
51084 -12673.1 -15944.2 -2251.77 96.3089 -128.4791
51085 -11303 -17076.2 -730.744 92.0437 -123.5012
51086 -10580.9 -17493 -730.744 92.0471 -121.1683
51087 -9858.83 -17909.9 -730.744 92.0471 -118.8314
51088 -9136.76 -18326.8 -730.744 92.0437 -116.4984
51089 -11247.4 -16980 -2251.77 96.3089 -123.5201
51090 -10525.4 -17396.9 -2251.77 96.3194 -121.1746
51091 -9803.3 -17813.7 -2251.77 96.3194 -118.825
51092 -9081.23 -18230.6 -2251.77 96.3089 -116.4793
51093 -6696.41 -19318.6 -695.837 91.9492 -109.1179
51094 -5909.79 -19574.2 -695.837 91.9491 -106.8
51095 -5125.1 -19829.2 -695.837 91.9459 -104.4917
51096 -7464.8 -19006.9 -1503.73 94.2116 -111.442
51097 -5106.87 -19773.1 -1503.73 94.2113 -104.4815
51098 -7446.57 -18950.8 -2311.61 96.477 -111.452
51099 -6659.96 -19206.4 -2311.61 96.4875 -109.1244
51100 -5873.34 -19462 -2311.61 96.4873 -106.793
51101 -3380.28 -20197.2 -730.744 92.0437 -99.5012
51102 -2551.08 -20284.3 -730.744 92.0471 -97.1682
51103 -1721.87 -20371.5 -730.744 92.0471 -94.8314
51104 -892.66 -20458.6 -730.744 92.0437 -92.4984
51105 -3368.68 -20086.7 -2251.77 96.3089 -99.5203
51106 -2539.47 -20173.9 -2251.77 96.3194 -97.1746
51107 -1710.26 -20261 -2251.77 96.3194 -94.825
51108 -881.052 -20348.2 -2251.77 96.3089 -92.4793
51109 892.8126 -20458.6 -730.744 92.0437 -87.5012
51110 1722.02 -20371.5 -730.744 92.0471 -85.1682
51111 2551.228 -20284.3 -730.744 92.0471 -82.8313
51112 3380.436 -20197.2 -730.744 92.0437 -80.4984
51113 881.2035 -20348.2 -2251.77 96.3089 -87.5203
51114 1710.411 -20261 -2251.77 96.3194 -85.1746
51115 2539.619 -20173.9 -2251.77 96.3194 -82.825
51116 3368.826 -20086.7 -2251.77 96.3089 -80.4793
51117 5126.89 -19825.9 -730.744 92.0437 -75.5012
51118 5919.856 -19568.3 -730.744 92.0471 -73.1682
51119 6712.823 -19310.6 -730.744 92.0471 -70.8313
51120 7505.79 -19053 -730.744 92.0437 -68.4984
51121 5092.571 -19720.3 -2251.77 96.3089 -75.5203
51122 5885.537 -19462.7 -2251.77 96.3194 -73.1746
51123 6678.504 -19205 -2251.77 96.3194 -70.825
51124 7471.47 -18947.3 -2251.77 96.3089 -68.4792
51125 9136.897 -18326.7 -730.744 92.0437 -63.5011
51126 9858.966 -17909.9 -730.744 92.0471 -61.1683
51127 10581.04 -17493 -730.744 92.0471 -58.8314
51128 11303.1 -17076.1 -730.744 92.0437 -56.4984
51129 9081.368 -18230.6 -2251.77 96.3089 -63.5203
51130 9803.437 -17813.7 -2251.77 96.3194 -61.1746
51131 10525.51 -17396.8 -2251.77 96.3194 -58.825
51132 11247.58 -16979.9 -2251.77 96.3089 -56.4793
51133 12747.58 -16026.6 -730.744 92.0437 -51.5012
51134 13367.19 -15468.7 -730.744 92.0471 -49.1682
51135 13986.81 -14910.8 -730.744 92.0471 -46.8314
51136 14606.42 -14352.9 -730.744 92.0437 -44.4984
51137 12673.27 -15944.1 -2251.77 96.3089 -51.5203
51138 13292.88 -15386.2 -2251.77 96.3194 -49.1747
51139 13912.49 -14828.2 -2251.77 96.3194 -46.8249
51140 14532.11 -14270.3 -2251.77 96.3089 -44.4792
51141 16303.81 -12338.5 -695.837 91.9492 -37.1179
51142 16789.97 -11669.3 -695.837 91.9491 -34.7999
51143 17274.93 -11001.8 -695.837 91.9459 -32.4916
51144 15769.93 -12972.9 -1503.73 94.2116 -39.4419
51145 17227.21 -10967.1 -1503.73 94.2113 -32.4814
51146 15722.21 -12938.2 -2311.61 96.477 -39.4518
51147 16208.36 -12269.1 -2311.61 96.4874 -37.1243
51148 16694.52 -11600 -2311.61 96.4872 -34.7931
51149 18164.1 -9456.11 -730.744 92.0437 -27.5012
51150 18503.22 -8694.42 -730.744 92.0471 -25.1682
51151 18842.34 -7932.73 -730.744 92.0471 -22.8314
51152 19181.47 -7171.03 -730.744 92.0437 -20.4984
51153 18062.64 -9410.94 -2251.77 96.3089 -27.5203
51154 18401.76 -8649.25 -2251.77 96.3194 -25.1746
51155 18740.89 -7887.56 -2251.77 96.3194 -22.825
51156 19080.01 -7125.86 -2251.77 96.3089 -20.4793
51157 19733.2 -5472.95 -730.744 92.0437 -15.5012
51158 19906.55 -4657.39 -730.744 92.0471 -13.1682
51159 20079.9 -3841.84 -730.744 92.0471 -10.8314
51160 20253.25 -3026.28 -730.744 92.0437 -8.4984
51161 19624.57 -5449.86 -2251.77 96.3089 -15.5203
51162 19797.92 -4634.3 -2251.77 96.3194 -13.1746
51163 19971.27 -3818.75 -2251.77 96.3194 -10.825
51164 20144.62 -3003.19 -2251.77 96.3089 -8.4793
51165 20439.87 -1250.59 -730.744 92.0437 -3.5012
51166 20439.87 -416.811 -730.744 92.0471 -1.1682
51167 20439.87 416.9641 -730.744 92.0471 1.1686
51168 20439.87 1250.74 -730.744 92.0437 3.5016
51169 20328.82 -1250.59 -2251.77 96.3089 -3.5203
51170 20328.81 -416.812 -2251.77 96.3194 -1.1746
51171 20328.81 416.9636 -2251.77 96.3194 1.175
51172 20328.81 1250.739 -2251.77 96.3089 3.5207
51173 20253.23 3026.43 -730.744 92.0437 8.4988
51174 20079.87 3841.985 -730.744 92.0471 10.8318
51175 19906.52 4657.54 -730.744 92.0471 13.1686
51176 19733.16 5473.095 -730.744 92.0437 15.5016
51177 20144.59 3003.34 -2251.77 96.3089 8.4797
51178 19971.24 3818.894 -2251.77 96.3194 10.8254
51179 19797.89 4634.449 -2251.77 96.3194 13.175
51180 19624.53 5450.004 -2251.77 96.3089 15.5207
51181 19181.41 7171.178 -730.744 92.0437 20.4988
51182 18842.28 7932.869 -730.744 92.0471 22.8318
51183 18503.15 8694.559 -730.744 92.0471 25.1687
51184 18164.02 9456.25 -730.744 92.0437 27.5016
51185 19079.96 7126.006 -2251.77 96.3089 20.4797
51186 18740.83 7887.697 -2251.77 96.3194 22.8254
51187 18401.7 8649.387 -2251.77 96.3194 25.175
51188 18062.57 9411.078 -2251.77 96.3089 27.5207
51189 16772.72 11693.05 -695.837 91.9492 34.8822
51190 16286.56 12362.19 -695.837 91.9491 37.2
51191 15801.6 13029.69 -695.837 91.9459 39.5083
51192 17211.15 10989.24 -1503.73 94.2116 32.558
51193 15753.87 12995.01 -1503.73 94.2113 39.5184
51194 17163.43 10954.57 -2311.61 96.477 32.5481
51195 16677.28 11623.71 -2311.61 96.4874 34.8757
51196 16191.12 12292.84 -2311.61 96.4873 37.207
51197 14606.31 14352.98 -730.744 92.0437 44.4988
51198 13986.69 14910.88 -730.744 92.0471 46.8318
51199 13367.08 15468.79 -730.744 92.0471 49.1686
51200 12747.46 16026.69 -730.744 92.0437 51.5016
51201 14532 14270.45 -2251.77 96.3089 44.4797
51202 13912.38 14828.35 -2251.77 96.3194 46.8254
51203 13292.76 15386.25 -2251.77 96.3194 49.175
51204 12673.15 15944.16 -2251.77 96.3089 51.5207
51205 11302.98 17076.16 -730.744 92.0437 56.4988
51206 10580.91 17493.04 -730.744 92.0471 58.8318
51207 9858.833 17909.93 -730.744 92.0471 61.1686
51208 9136.76 18326.81 -730.744 92.0437 63.5016
51209 11247.45 16979.98 -2251.77 96.3089 56.4797
51210 10525.38 17396.86 -2251.77 96.3194 58.8254
51211 9803.304 17813.75 -2251.77 96.3194 61.175
51212 9081.232 18230.63 -2251.77 96.3089 63.5207
51213 7505.647 19053.02 -730.744 92.0437 68.4988
51214 6712.679 19310.67 -730.744 92.0471 70.8318
51215 5919.71 19568.32 -730.744 92.0471 73.1686
51216 5126.742 19825.97 -730.744 92.0437 75.5016
51217 7471.329 18947.4 -2251.77 96.3089 68.4797
51218 6678.36 19205.05 -2251.77 96.3194 70.8254
51219 5885.392 19462.7 -2251.77 96.3194 73.175
51220 5092.423 19720.34 -2251.77 96.3089 75.5207
51221 3380.285 20197.18 -730.744 92.0437 80.4988
51222 2551.076 20284.33 -730.744 92.0471 82.8318
51223 1721.868 20371.48 -730.744 92.0471 85.1686
51224 892.6599 20458.63 -730.744 92.0437 87.5016
51225 3368.676 20086.73 -2251.77 96.3089 80.4797
51226 2539.468 20173.88 -2251.77 96.3194 82.8254
51227 1710.26 20261.03 -2251.77 96.3194 85.175
51228 881.0515 20348.18 -2251.77 96.3089 87.5207
51229 -892.813 20458.62 -730.744 92.0437 92.4988
51230 -1722.02 20371.47 -730.744 92.0471 94.8318
51231 -2551.23 20284.31 -730.744 92.0471 97.1687
51232 -3380.44 20197.16 -730.744 92.0437 99.5016
51233 -881.203 20348.18 -2251.77 96.3089 92.4797
51234 -1710.41 20261.02 -2251.77 96.3194 94.8254
51235 -2539.62 20173.86 -2251.77 96.3194 97.175
51236 -3368.83 20086.71 -2251.77 96.3089 99.5207
51237 -5937.7 19565.16 -695.837 91.9492 106.8822
51238 -6724.32 19309.57 -695.837 91.9491 109.2
51239 -7509.01 19054.61 -695.837 91.9459 111.5083
51240 -5132.85 19764.64 -1503.73 94.2116 104.558
51241 -7490.78 18998.51 -1503.73 94.2113 111.5184
51242 -5114.62 19708.54 -2311.61 96.477 104.5481
51243 -5901.24 19452.95 -2311.61 96.4874 106.8757
51244 -6687.86 19197.37 -2311.61 96.4873 109.207
51245 -9136.9 18326.74 -730.744 92.0437 116.4988
51246 -9858.97 17909.85 -730.744 92.0471 118.8318
51247 -10581 17492.96 -730.744 92.0471 121.1686
51248 -11303.1 17076.07 -730.744 92.0437 123.5016
51249 -9081.37 18230.57 -2251.77 96.3089 116.4797
51250 -9803.44 17813.67 -2251.77 96.3194 118.8254
51251 -10525.5 17396.78 -2251.77 96.3194 121.175
51252 -11247.6 16979.89 -2251.77 96.3089 123.5208
51253 -12747.6 16026.59 -730.744 92.0437 128.4988
51254 -13367.2 15468.69 -730.744 92.0471 130.8318
51255 -13986.8 14910.78 -730.744 92.0471 133.1686
51256 -14606.4 14352.87 -730.744 92.0437 135.5016
51257 -12673.3 15944.06 -2251.77 96.3089 128.4798
51258 -13292.9 15386.15 -2251.77 96.3194 130.8255
51259 -13912.5 14828.25 -2251.77 96.3194 133.175
51260 -14532.1 14270.34 -2251.77 96.3089 135.5207
51261 -15801.1 13026 -730.744 92.0437 140.4988
51262 -16291.2 12351.46 -730.744 92.0471 142.8318
51263 -16781.3 11676.92 -730.744 92.0471 145.1687
51264 -17271.4 11002.38 -730.744 92.0437 147.5017
51265 -15711.3 12960.72 -2251.77 96.3089 140.4798
51266 -16201.4 12286.18 -2251.77 96.3194 142.8255
51267 -16691.4 11611.64 -2251.77 96.3194 145.175
51268 -17181.5 10937.1 -2251.77 96.3089 147.5207
51269 -18164.1 9456.114 -730.744 92.0437 152.4988
51270 -18503.2 8694.421 -730.744 92.0471 154.8318
51271 -18842.3 7932.728 -730.744 92.0471 157.1686
51272 -19181.5 7171.035 -730.744 92.0437 159.5017
51273 -18062.6 9410.943 -2251.77 96.3089 152.4797
51274 -18401.8 8649.25 -2251.77 96.3194 154.8254
51275 -18740.9 7887.557 -2251.77 96.3194 157.175
51276 -19080 7125.864 -2251.77 96.3089 159.5207
51277 -19733.2 5472.947 -730.744 92.0437 164.4988
51278 -19906.6 4657.391 -730.744 92.0471 166.8318
51279 -20079.9 3841.835 -730.744 92.0471 169.1686
51280 -20253.2 3026.279 -730.744 92.0437 171.5016
51281 -19624.6 5449.858 -2251.77 96.3089 164.4797
51282 -19797.9 4634.301 -2251.77 96.3194 166.8254
51283 -19971.3 3818.745 -2251.77 96.3194 169.175
51284 -20144.6 3003.189 -2251.77 96.3089 171.5207
51285 -20122.1 1033.441 -3688.49 100.3739 177.06
51286 -20122.1 0 -3688.49 100.3873 180
51287 -19946.4 1033.441 -4478.9 102.6393 177.0341
51288 -19946.4 -1194.83 -4478.9 102.6337 -176.572
51289 -19770.8 0 -5269.32 104.9236 180
51290 -19770.8 -994.834 -5269.32 104.9056 -177.1194
51291 -19907.4 -3088.7 -3722.65 100.4694 -171.1807
51292 -19647.1 -4313.34 -3722.65 100.485 -167.6177
51293 -19454.1 -5221.06 -3722.65 100.471 -164.9771
51294 -19579.6 -3040.17 -5210.75 104.734 -171.174
51295 -19323.6 -4244.58 -5210.75 104.7554 -167.6113
51296 -19129.1 -5159.3 -5210.75 104.7352 -164.9059
51297 -18830.2 -7160.18 -3722.65 100.4694 -159.1807
51298 -18320.9 -8303.93 -3722.65 100.485 -155.6176
51299 -17943.5 -9151.7 -3722.65 100.471 -152.9771
51300 -18519.6 -7044.56 -5210.75 104.7341 -159.174
51301 -18018.8 -8169.42 -5210.75 104.7554 -155.6113
51302 -17638.4 -9023.73 -5210.75 104.7352 -152.9059
51303 -16930 -10918.7 -3722.65 100.4695 -147.1807
51304 -16194.1 -11931.6 -3722.65 100.485 -143.6177
51305 -15648.6 -12682.4 -3722.65 100.471 -140.977
51306 -16650.3 -10741.1 -5210.75 104.734 -147.174
51307 -15926.5 -11737.2 -5210.75 104.7554 -143.6113
51308 -15376.9 -12493.8 -5210.75 104.7351 -140.906
51309 -14289.9 -14200.1 -3722.65 100.4694 -135.1806
51310 -13359.5 -15037.8 -3722.65 100.485 -131.6177
51311 -12669.8 -15658.8 -3722.65 100.471 -128.9769
51312 -14053.2 -13968.1 -5210.75 104.7341 -135.174
51313 -13138.2 -14792 -5210.75 104.7554 -131.6114
51314 -12443.2 -15417.8 -5210.75 104.7352 -128.9059
51315 -11025.3 -16860.8 -3722.65 100.4694 -123.1807
51316 -9941.01 -17486.8 -3722.65 100.485 -119.6176
51317 -9137.34 -17950.8 -3722.65 100.471 -116.9771
51318 -10842 -16584.7 -5210.75 104.7341 -123.1741
51319 -9775.65 -17200.4 -5210.75 104.7554 -119.6112
51320 -8965.78 -17668 -5210.75 104.7351 -116.9059
51321 -7200.93 -18817.9 -3688.49 100.3739 -110.94
51322 -6218.07 -19137.3 -3688.49 100.3873 -108
51323 -7146.65 -18650.8 -4478.9 102.6393 -110.9659
51324 -5027.43 -19339.4 -4478.9 102.6337 -104.572
51325 -6109.51 -18803.1 -5269.32 104.9236 -108
51326 -5163.36 -19110.5 -5269.32 104.9056 -105.1194
51327 -3214.19 -19887.5 -3722.65 100.4695 -99.1807
51328 -1969.05 -20018.4 -3722.65 100.485 -95.6177
51329 -1046.13 -20115.4 -3722.65 100.471 -92.9771
51330 -3159.05 -19560.7 -5210.75 104.7341 -99.174
51331 -1934.48 -19689.4 -5210.75 104.7554 -95.6113
51332 -1004.44 -19787.2 -5210.75 104.7351 -92.906
51333 990.8919 -20121.2 -3722.65 100.4694 -87.1807
51334 2236.033 -19990.3 -3722.65 100.485 -83.6177
51335 3158.949 -19893.3 -3722.65 100.471 -80.9771
51336 976.894 -19790.1 -5210.75 104.7341 -87.174
51337 2201.462 -19661.4 -5210.75 104.7554 -83.6113
51338 3131.498 -19563.6 -5210.75 104.7352 -80.9059
51339 5152.665 -19475.5 -3722.65 100.4694 -75.1807
51340 6343.387 -19088.6 -3722.65 100.485 -71.6177
51341 7225.966 -18801.8 -3722.65 100.471 -68.9771
51342 5070.139 -19154.5 -5210.75 104.7341 -75.174
51343 6241.186 -18774 -5210.75 104.7554 -71.6112
51344 7130.575 -18485 -5210.75 104.7352 -68.9059
51345 9089.242 -17978.6 -3722.65 100.4694 -63.1807
51346 10173.5 -17352.6 -3722.65 100.485 -59.6177
51347 10977.17 -16888.6 -3722.65 100.471 -56.9771
51348 8941.795 -17681.8 -5210.75 104.7341 -63.174
51349 10008.14 -17066.2 -5210.75 104.7554 -59.6113
51350 10818.01 -16598.6 -5210.75 104.7351 -56.906
51351 12628.58 -15695.9 -3722.65 100.4695 -51.1806
51352 13558.99 -14858.2 -3722.65 100.485 -47.6177
51353 14248.63 -14237.2 -3722.65 100.471 -44.977
51354 12422.65 -15436.3 -5210.75 104.7341 -51.174
51355 13337.69 -14612.4 -5210.75 104.7554 -47.6113
51356 14032.65 -13986.7 -5210.75 104.7351 -44.906
51357 15671.69 -12663.6 -3688.49 100.3739 -38.9401
51358 16279.13 -11827.5 -3688.49 100.3873 -36
51359 15529.57 -12560.3 -4478.9 102.6392 -38.9659
51360 16839.32 -10757.6 -4478.9 102.6337 -32.572
51361 15994.89 -11621 -5269.32 104.9236 -36.0001
51362 16579.64 -10816.1 -5269.32 104.9056 -33.1193
51363 17920.89 -9202.45 -3722.65 100.4695 -27.1807
51364 18430.12 -8058.69 -3722.65 100.485 -23.6177
51365 18807.57 -7210.92 -3722.65 100.471 -20.9771
51366 17627.17 -9049.03 -5210.75 104.7341 -27.174
51367 18127.99 -7924.17 -5210.75 104.7554 -23.6113
51368 18508.35 -7069.86 -5210.75 104.7351 -20.906
51369 19442.57 -5275.39 -3722.65 100.4695 -15.1807
51370 19702.87 -4050.75 -3722.65 100.485 -11.6177
51371 19895.81 -3143.03 -3722.65 100.471 -8.9771
51372 19123.38 -5186.39 -5210.75 104.7341 -15.174
51373 19379.38 -3981.99 -5210.75 104.7554 -11.6113
51374 19573.8 -3067.26 -5210.75 104.7352 -8.906
51375 20114.52 -1117.77 -3722.65 100.4695 -3.1807
51376 20114.52 134.2287 -3722.65 100.485 0.3823
51377 20114.51 1062.229 -3722.65 100.471 3.0229
51378 19783.8 -1097.09 -5210.75 104.7341 -3.174
51379 19783.79 134.2274 -5210.75 104.7554 0.3887
51380 19783.79 1069.387 -5210.75 104.7351 3.094
51381 19907.37 3088.699 -3722.65 100.4695 8.8193
51382 19647.06 4313.339 -3722.65 100.485 12.3823
51383 19454.11 5221.059 -3722.65 100.471 15.0229
51384 19579.57 3040.171 -5210.75 104.7341 8.826
51385 19323.56 4244.576 -5210.75 104.7554 12.3887
51386 19129.13 5159.3 -5210.75 104.7351 15.094
51387 18830.17 7160.178 -3722.65 100.4695 20.8193
51388 18320.93 8303.935 -3722.65 100.485 24.3823
51389 17943.47 9151.704 -3722.65 100.471 27.0229
51390 18519.62 7044.558 -5210.75 104.7341 20.826
51391 18018.8 8169.417 -5210.75 104.7554 24.3887
51392 17638.43 9023.726 -5210.75 104.7352 27.094
51393 16886.57 10991.41 -3688.49 100.3739 33.06
51394 16279.13 11827.48 -3688.49 100.3873 36
51395 16744.45 10888.15 -4478.9 102.6392 33.0341
51396 15434.71 12690.87 -4478.9 102.6337 39.428
51397 15994.89 11620.97 -5269.32 104.9236 36
51398 15410.15 12425.81 -5269.32 104.9056 38.8806
51399 14289.91 14200.07 -3722.65 100.4695 44.8193
51400 13359.49 15037.82 -3722.65 100.485 48.3823
51401 12669.85 15658.77 -3722.65 100.471 51.0229
51402 14053.24 13968.13 -5210.75 104.7341 44.826
51403 13138.19 14792.04 -5210.75 104.7554 48.3887
51404 12443.23 15417.78 -5210.75 104.7351 51.094
51405 11025.28 16860.8 -3722.65 100.4695 56.8193
51406 9941.013 17486.8 -3722.65 100.485 60.3823
51407 9137.34 17950.79 -3722.65 100.471 63.0229
51408 10842 16584.73 -5210.75 104.7341 56.826
51409 9775.652 17200.38 -5210.75 104.7554 60.3887
51410 8965.778 17667.96 -5210.75 104.7351 63.094
51411 7278.793 18784.64 -3722.65 100.4695 68.8193
51412 6088.068 19171.52 -3722.65 100.485 72.3823
51413 5205.487 19458.29 -3722.65 100.471 75.0229
51414 7156.921 18476.49 -5210.75 104.7341 68.826
51415 5985.871 18856.98 -5210.75 104.7554 72.3887
51416 5096.48 19145.96 -5210.75 104.7351 75.094
51417 3214.188 19887.49 -3722.65 100.4695 80.8193
51418 1969.046 20018.36 -3722.65 100.485 84.3823
51419 1046.129 20115.36 -3722.65 100.471 87.0229
51420 3159.046 19560.74 -5210.75 104.7341 80.826
51421 1934.477 19689.45 -5210.75 104.7554 84.3887
51422 1004.44 19787.19 -5210.75 104.7352 87.094
51423 -990.892 20121.17 -3722.65 100.4695 92.8193
51424 -2236.03 19990.3 -3722.65 100.485 96.3823
51425 -3158.95 19893.29 -3722.65 100.471 99.0229
51426 -976.894 19790.1 -5210.75 104.7341 92.826
51427 -2201.46 19661.39 -5210.75 104.7554 96.3887
51428 -3131.5 19563.63 -5210.75 104.7351 99.094
51429 -5235.21 19456.62 -3688.49 100.3739 105.0599
51430 -6218.07 19137.26 -3688.49 100.3873 108
51431 -5180.93 19289.55 -4478.9 102.6392 105.0341
