PMTID_sim Type X Y Z Theta Phi PMTID RelativeDEV Gain TimeOffset DarkRateV MeanGain
9972 HighQENNVT 18215.7186 -6296.5401 -2494.3006 97.3741 -19.0685 342237696 0.232275 0.984605 11.8031 32105.4 1.10197
9973 HighQENNVT 18388.8472 -5771.4053 -2494.3006 97.3741 -17.4247 342241792 0.247423 0.964937 8.92709 32349.6 1.10363
9974 HighQENNVT 18546.8403 -5241.5202 -2494.3006 97.3741 -15.7808 342245888 0.202412 0.969175 10.8021 13968.2 1.09947
9975 HighQENNVT 18689.568 -4707.3208 -2494.3006 97.3741 -14.137 342249984 0.247524 0.970091 11.6771 53949.7 1.12327
9976 HighQENNVT 18816.9124 -4169.2477 -2494.3006 97.3741 -12.4931 342254080 0.24346 0.984086 5.37109 25231.9 1.10676
9977 NNVT 18928.7691 -3627.743 -2494.3006 97.3741 -10.8493 342258176 0.221501 0.975973 11.6471 10491.2 1.10614
9978 HighQENNVT 19025.0461 -3083.2518 -2494.3006 97.3741 -9.2055 342262272 0.251905 0.967007 11.1231 34204.5 1.10668
9979 NNVT 19105.664 -2536.2225 -2494.3006 97.3741 -7.5616 342266368 0.201371 0.994247 14.5241 12148.9 1.10097
9980 NNVT 19170.5562 -1987.1069 -2494.3006 97.3741 -5.9178 342270464 0.25531 0.960641 12.5411 28003.1 1.10599
9981 NNVT 19219.6697 -1436.3557 -2494.3006 97.3741 -4.274 342274560 0.222675 0.9819 10.1331 10821.5 1.10646
9982 HighQENNVT 19252.9639 -884.4215 -2494.3006 97.3741 -2.6301 342278656 0.255706 0.952644 10.8271 29064.8 1.11189
9983 HighQENNVT 19270.4114 -331.7598 -2494.3006 97.3741 -0.9863 342282752 0.251885 0.965368 6.10809 25929.7 1.10639
9984 HighQENNVT 19271.9978 221.1783 -2494.3006 97.3741 0.6575 342286848 0.272266 0.970178 11.5541 34314.5 1.09539
9985 HighQENNVT 19257.7219 773.9307 -2494.3006 97.3741 2.3014 342290944 0.23244 0.944694 14.1961 21174.7 1.09687
9986 HighQENNVT 19227.5953 1326.0468 -2494.3006 97.3741 3.9452 342295040 0.254565 0.973035 10.6391 35813.2 1.10837
9987 HighQENNVT 19181.6428 1877.0717 -2494.3006 97.3741 5.589 342299136 0.240591 0.950119 8.46408 30198.7 1.10141
9988 HighQENNVT 19119.9025 2426.5508 -2494.3006 97.3741 7.2329 342303232 0.202399 0.994793 15.4551 18956.6 1.10389
9989 HighQENNVT 19042.4245 2974.0359 -2494.3006 97.3741 8.8767 342307328 0.269855 0.964709 9.22708 34256.3 1.10834
9990 HighQENNVT 18949.2735 3519.0702 -2494.3006 97.3741 10.5205 342311424 0.23826 0.965894 13.0971 31067.2 1.09745
9991 HighQENNVT 18840.5256 4061.2084 -2494.3006 97.3741 12.1644 342315520 0.264115 0.969287 9.48209 28985.5 1.10375
9992 HighQENNVT 18716.2706 4600.004 -2494.3006 97.3741 13.8082 342319616 0.226164 0.958212 12.9131 16166.2 1.0986
9993 HighQENNVT 18576.6109 5135.0121 -2494.3006 97.3741 15.4521 342323712 0.260302 0.962749 7.83408 29633.9 1.11804
9994 HighQENNVT 18421.6599 5665.798 -2494.3006 97.3741 17.0959 342327808 0.222728 0.968562 12.6741 21620.7 1.09535
9995 HighQENNVT 18251.5473 6191.9174 -2494.3006 97.3741 18.7397 342331904 0.243987 0.958299 11.4471 37020.5 1.10004
9996 HighQENNVT 18066.4122 6712.9405 -2494.3006 97.3741 20.3836 342336000 0.214475 0.976104 13.1031 13847.8 1.10397
9997 HighQENNVT 17866.407 7228.4383 -2494.3006 97.3741 22.0274 342340096 0.26359 0.954994 8.56409 40384.0 1.11596
9998 HighQENNVT 17651.6969 7737.9854 -2494.3006 97.3741 23.6712 342344192 0.260189 0.971248 9.49609 30616.4 1.10087
9999 HighQENNVT 17422.4576 8241.1646 -2494.3006 97.3741 25.3151 342348288 0.223507 0.968563 11.4621 12690.8 1.09802
10000 HighQENNVT 17178.878 8737.561 -2494.3006 97.3741 26.9589 342352384 0.259944 0.954071 9.15009 48826.5 1.11073
10001 NNVT 16921.1592 9226.765 -2494.3006 97.3741 28.6027 342356480 0.24039 0.963767 8.46509 29270.4 1.10573
10002 HighQENNVT 16649.5127 9708.3751 -2494.3006 97.3741 30.2466 342360576 0.253451 0.957252 9.49109 36358.1 1.10598
10003 NNVT 16364.1624 10181.9944 -2494.3006 97.3741 31.8904 342364672 0.22242 0.986268 9.37909 16267.6 1.09689
10004 HighQENNVT 16065.343 10647.2331 -2494.3006 97.3741 33.5342 342368768 0.240135 0.960174 15.5931 35043.2 1.10843
10005 HighQENNVT 15753.2995 11103.71 -2494.3006 97.3741 35.1781 342372864 0.251037 0.95613 15.8311 24496.5 1.10087
10006 HighQENNVT 15428.2906 11551.0463 -2494.3006 97.3741 36.8219 342376960 0.252084 0.956198 11.1891 26337.0 1.11263
10007 HighQENNVT 15090.5829 11988.8752 -2494.3006 97.3741 38.4658 342381056 0.216779 0.987025 13.4781 13492.6 1.11073
10008 HighQENNVT 14740.4544 12416.8363 -2494.3006 97.3741 40.1096 342385152 0.249529 0.950237 12.9571 43514.7 1.09856
10009 HighQENNVT 14378.1934 12834.5773 -2494.3006 97.3741 41.7534 342389248 0.224688 0.968767 7.63007 30918.1 1.10578
10010 HighQENNVT 14004.0981 13241.7543 -2494.3006 97.3741 43.3973 342393344 0.195742 0.960348 11.2921 13212.9 1.10775
10011 HighQENNVT 13618.4781 13638.0305 -2494.3006 97.3741 45.0411 342397440 0.249853 0.963147 12.6171 29039.6 1.10795
10012 HighQENNVT 13221.6474 14023.0831 -2494.3006 97.3741 46.6849 342401536 0.235302 0.96605 9.57907 22579.1 1.11958
10013 HighQENNVT 12813.9343 14396.5936 -2494.3006 97.3741 48.3288 342405632 0.271099 0.970159 13.5461 43902.4 1.10206
10014 NNVT 12395.6734 14758.2554 -2494.3006 97.3741 49.9726 342409728 0.24479 0.963785 13.2971 7929.35 1.11773
10015 HighQENNVT 11967.2094 15107.7702 -2494.3006 97.3741 51.6165 342413824 0.273587 0.943155 15.5481 36115.8 1.09948
10016 NNVT 11528.8961 15444.8495 -2494.3006 97.3741 53.2603 342417920 0.235662 0.950921 14.5051 23338.6 1.11562
10017 HighQENNVT 11081.0968 15769.2141 -2494.3006 97.3741 54.9041 342422016 0.250045 0.969143 10.9521 25262.4 1.1087
10018 HighQENNVT 10624.1744 16080.6013 -2494.3006 97.3741 56.548 342426112 0.205885 0.956928 11.5641 12739.5 1.11331
10019 HighQENNVT 10158.5074 16378.7529 -2494.3006 97.3741 58.1918 342430208 0.252553 0.959956 13.0891 36393.3 1.1177
10020 HighQENNVT 9684.4792 16663.4235 -2494.3006 97.3741 59.8356 342434304 0.264445 0.964797 15.0841 24884.6 1.0954
10021 HighQENNVT 9202.4799 16934.3788 -2494.3006 97.3741 61.4795 342438400 0.207346 0.966059 11.4961 9806.02 1.1026
10022 HighQENNVT 8712.9055 17191.3961 -2494.3006 97.3741 63.1233 342442496 0.257815 0.968757 17.8731 30580.9 1.10404
10023 HighQENNVT 8216.1617 17434.2625 -2494.3006 97.3741 64.7671 342446592 0.227242 0.978621 16.3711 25246.7 1.10355
10024 HighQENNVT 7712.6541 17662.7797 -2494.3006 97.3741 66.411 342450688 0.259488 0.966761 6.74307 33351.8 1.10382
10025 NNVT 7202.7983 17876.7591 -2494.3006 97.3741 68.0548 342454784 0.22757 0.966893 5.46207 15991.6 1.10222
10026 HighQENNVT 6687.014 18076.0246 -2494.3006 97.3741 69.6986 342458880 0.258448 0.964844 14.5401 41121.6 1.10179
10027 HighQENNVT 6165.7258 18260.412 -2494.3006 97.3741 71.3425 342462976 0.239333 0.978016 10.8881 31440.7 1.11183
10028 HighQENNVT 5639.3627 18429.7696 -2494.3006 97.3741 72.9863 342467072 0.275164 0.956511 9.77908 28004.4 1.10174
10029 HighQENNVT 5108.358 18583.9581 -2494.3006 97.3741 74.6301 342471168 0.21901 0.957227 12.1901 20267.3 1.1019
10030 HighQENNVT 4573.1479 18722.8507 -2494.3006 97.3741 76.274 342475264 0.238057 0.993433 14.3461 36181.6 1.11081
10031 HighQENNVT 4034.1763 18846.3323 -2494.3006 97.3741 77.9178 342479360 0.239622 0.966625 5.52307 29941.5 1.10022
10032 HighQENNVT 3491.883 18954.3022 -2494.3006 97.3741 79.5616 342483456 0.189213 0.962578 10.1561 16402.5 1.12264
10033 HighQENNVT 2946.7151 19046.6714 -2494.3006 97.3741 81.2055 342487552 0.301145 0.972487 13.0291 32963.4 1.1
10034 HighQENNVT 2399.1206 19123.3637 -2494.3007 97.3741 82.8493 342491648 0.23408 0.958395 8.05508 27376.5 1.09493
10035 HighQENNVT 1849.5534 19184.3158 -2494.3007 97.3741 84.4932 342495744 0.28521 0.955201 14.0351 39762.9 1.11673
10036 NNVT 1298.4638 19229.4777 -2494.3007 97.3741 86.137 342499840 0.230844 0.962997 16.2561 11442.4 1.09872
10037 HighQENNVT 746.3049 19258.8122 -2494.3007 97.3741 87.7808 342503936 0.256893 0.963967 13.0711 29568.2 1.10099
10038 HighQENNVT 193.5317 19272.2953 -2494.3007 97.3741 89.4247 342508032 0.241708 0.963313 10.7131 29548.6 1.09586
10039 NNVT -359.401 19269.9157 -2494.3007 97.3741 91.0685 342512128 0.209676 0.990288 12.5141 17946.3 1.10531
10040 HighQENNVT -912.0371 19251.6755 -2494.3008 97.3741 92.7123 342516224 0.250803 0.971467 19.0381 45269.5 1.11914
10041 HighQENNVT -1463.923 19217.5896 -2494.3008 97.3741 94.3562 342520320 0.234974 0.964979 9.18707 12790.8 1.10645
10042 HighQENNVT -2014.6041 19167.6861 -2494.3008 97.3741 96.0 342524416 0.242197 0.958123 5.15909 22672.5 1.09995
10043 HighQENNVT -2563.6294 19102.0058 -2494.3008 97.3741 97.6438 342528512 0.214843 0.972923 13.8701 12563.1 1.11088
10044 HighQENNVT -3110.5414 19020.6033 -2494.3008 97.3741 99.2877 342532608 0.248524 0.94707 14.3521 30849.0 1.10305
10045 HighQENNVT -3654.8938 18923.5454 -2494.3008 97.3741 100.9315 342536704 0.224106 0.956646 10.5471 28089.3 1.10696
10046 HighQENNVT -4196.2381 18810.9119 -2494.3008 97.3741 102.5753 342540800 0.232349 0.966759 4.03506 31836.9 1.09505
10047 HighQENNVT -4734.1287 18682.7954 -2494.3008 97.3741 104.2192 342544896 0.198261 0.966523 10.9851 10711.5 1.10992
10048 HighQENNVT -5268.1221 18539.3017 -2494.3008 97.3741 105.863 342548992 0.269415 0.981223 13.6821 32287.2 1.11171
10049 HighQENNVT -5797.7822 18380.5479 -2494.3008 97.3741 107.5069 342553088 0.250932 0.969728 14.4681 25826.7 1.09319
10050 NNVT -6322.668 18206.666 -2494.3008 97.3741 109.1507 342557184 0.23189 0.972138 12.9971 11835.2 1.10141
10051 HighQENNVT -6842.3499 18017.7986 -2494.3008 97.3741 110.7945 342561280 0.254395 0.971457 14.4301 35803.7 1.09203
10052 HighQENNVT -7356.3999 17814.1011 -2494.3008 97.3741 112.4384 342565376 0.230658 0.96115 8.20407 23904.0 1.10521
10053 HighQENNVT -7864.3943 17595.7416 -2494.3008 97.3741 114.0822 342569472 0.253269 0.974932 16.8341 32723.3 1.09544
10054 NNVT -8365.9174 17362.8985 -2494.3008 97.3741 115.726 342573568 0.215908 0.957074 18.4051 19363.9 1.09717
10055 HighQENNVT -8860.5525 17115.7655 -2494.3008 97.3741 117.3699 342577664 0.260067 0.961557 10.2111 37412.5 1.10237
10056 HighQENNVT -9347.8956 16854.5444 -2494.3008 97.3741 119.0137 342581760 0.226833 0.965369 10.8611 26379.9 1.10699
10057 HighQENNVT -9827.5449 16579.4506 -2494.3008 97.3741 120.6575 342585856 0.266984 0.959008 10.8881 39697.7 1.10934
10058 HighQENNVT -10299.1054 16290.7105 -2494.3008 97.3741 122.3014 342589952 0.196906 0.951185 15.4881 16619.3 1.11354
10059 HighQENNVT -10762.1889 15988.5619 -2494.3008 97.3741 123.9452 342594048 0.262165 0.978052 13.4091 28774.3 1.11001
10060 HighQENNVT -11216.4159 15673.2522 -2494.3008 97.3741 125.589 342598144 0.23006 0.962178 15.7611 22776.5 1.11246
10061 HighQENNVT -11661.4096 15345.043 -2494.3007 97.3741 127.2329 342602240 0.197414 0.96067 11.0321 13434.6 1.10186
10062 HighQENNVT -12096.8051 15004.2037 -2494.3007 97.3741 128.8767 342606336 0.253834 0.975345 7.72107 22062.7 1.1074
10063 HighQENNVT -12522.2439 14651.0146 -2494.3007 97.3741 130.5206 342610432 0.248807 0.956089 3.39108 31560.2 1.10644
10064 HighQENNVT -12937.3758 14285.7666 -2494.3007 97.3741 132.1644 342614528 0.247662 0.978615 11.0971 34478.1 1.11114
10065 HighQENNVT -13341.859 13908.7605 -2494.3007 97.3741 133.8082 342618624 0.213209 0.965699 7.84106 13849.6 1.10116
10066 HighQENNVT -13735.3595 13520.3076 -2494.3007 97.3741 135.4521 342622720 0.265451 0.976253 16.4411 30522.3 1.11333
10067 HighQENNVT -14117.556 13120.7253 -2494.3007 97.3741 137.0959 342626816 0.22698 0.961072 13.4271 26486.1 1.09866
10068 HighQENNVT -14488.1325 12710.3437 -2494.3007 97.3741 138.7397 342630912 0.260712 0.973677 15.0691 31238.0 1.10213
10069 HighQENNVT -14846.7849 12289.4995 -2494.3007 97.3741 140.3836 342635008 0.229009 1.01469 14.1581 20467.6 1.11531
10070 HighQENNVT -15193.2174 11858.5397 -2494.3007 97.3741 142.0274 342639104 0.260283 0.987353 11.3441 33355.8 1.10909
10071 HighQENNVT -15527.144 11417.8203 -2494.3007 97.3741 143.6713 342643200 0.245482 0.979438 5.29807 22857.6 1.10387
10072 NNVT -15848.2881 10967.7064 -2494.3006 97.3741 145.3151 342647296 0.245787 0.96535 13.3301 11755.7 1.09921
10073 HighQENNVT -16156.39 10508.5623 -2494.3006 97.3741 146.9589 342651392 0.273872 0.972697 12.1491 36417.9 1.10247
10074 HighQENNVT -16451.194 10040.7688 -2494.3006 97.3741 148.6027 342655488 0.233946 0.953223 11.4871 25474.1 1.1053
10075 HighQENNVT -16732.4572 9564.7109 -2494.3006 97.3741 150.2466 342659584 0.257171 0.956056 15.3571 32810.5 1.11726
10076 HighQENNVT -16999.9484 9080.7806 -2494.3006 97.3741 151.8904 342663680 0.190258 0.965315 6.89908 12541.8 1.104
10077 HighQENNVT -17253.4479 8589.3746 -2494.3006 97.3741 153.5343 342667776 0.26366 0.97343 7.89108 34610.5 1.1159
10078 HighQENNVT -17492.745 8090.9018 -2494.3006 97.3741 155.1781 342671872 0.234437 0.964167 15.8071 26420.9 1.11359
10079 HighQENNVT -17717.645 7585.768 -2494.3006 97.3741 156.8219 342675968 0.260242 0.978662 14.5241 28360.0 1.09361
10080 NNVT -17927.9619 7074.3905 -2494.3006 97.3741 158.4658 342680064 0.230657 0.96934 10.0901 20588.0 1.09647
10081 NNVT -18123.5227 6557.1903 -2494.3006 97.3741 160.1096 342684160 0.242158 0.971461 10.0521 28115.9 1.0927
10082 HighQENNVT -18304.1664 6034.593 -2494.3006 97.3741 161.7534 342688256 0.233418 0.965507 15.0841 28293.9 1.10739
10083 HighQENNVT -18469.7443 5507.0287 -2494.3006 97.3741 163.3973 342692352 0.208931 0.981607 7.92307 17230.4 1.10002
10084 HighQENNVT -18620.1204 4974.9307 -2494.3006 97.3741 165.0411 342696448 0.277901 0.997212 18.2811 31102.2 1.09782
10085 HighQENNVT -18755.1704 4438.7391 -2494.3006 97.3741 166.6849 342700544 0.236804 0.95148 11.1341 28545.6 1.10979
10086 HighQENNVT -18874.7829 3898.896 -2494.3006 97.3741 168.3288 342704640 0.27416 0.97387 11.9061 35486.8 1.10884
10087 HighQENNVT -18978.8605 3355.8421 -2494.3006 97.3741 169.9726 342708736 0.225785 0.976692 2.97107 13081.7 1.10451
10088 HighQENNVT -19067.3169 2810.0262 -2494.3006 97.3741 171.6164 342712832 0.259668 0.979782 9.07608 35841.5 1.10499
10089 NNVT -19140.0796 2261.8962 -2494.3006 97.3741 173.2603 342716928 0.235407 0.977168 13.6871 21925.9 1.11278
10090 HighQENNVT -19197.0882 1711.9069 -2494.3006 97.3741 174.9041 342721024 0.245707 0.979491 14.2941 32565.5 1.1003
10091 HighQENNVT -19238.2963 1160.5074 -2494.3006 97.3741 176.5479 342725120 0.228926 0.948165 5.86508 18817.5 1.10573
10092 HighQENNVT -19263.6697 608.1522 -2494.3006 97.3741 178.1918 342729216 0.253157 0.944463 11.5721 32942.4 1.12603
10093 HighQENNVT -19273.1877 55.2934 -2494.3006 97.3741 179.8356 342733312 0.25387 0.976244 11.7281 23629.9 1.10034
10094 NNVT -19208.1757 -220.4466 -2945.8011 98.7185 -179.3425 342888960 0.226839 0.960685 10.4491 21334.3 1.10493
10095 Hamamatsu -19193.947 -771.3685 -2945.8011 98.7185 -177.6986 342892800 0.25787 0.977314 -26.2019 9721.35 1.01686
10096 HighQENNVT -19163.9202 -1321.6561 -2945.8011 98.7185 -176.0548 342897152 0.258268 0.997586 2.94708 45305.3 1.10239
10097 Hamamatsu -19056.584 -2418.5156 -2945.8011 98.7185 -172.7671 342900992 0.228824 0.973198 -21.0619 10414.6 1.01236
10098 NNVT -18979.3626 -2964.1876 -2945.8011 98.7185 -171.1233 342905344 0.228111 0.956498 7.65009 35096.6 1.1133
10099 Hamamatsu -18886.52 -3507.417 -2945.8011 98.7185 -169.4794 342909184 0.229244 0.960945 -29.6299 5340.83 1.01806
10100 NNVT -18778.1323 -4047.7598 -2945.8011 98.7185 -167.8356 342913536 0.246453 0.958222 14.8331 24161.6 1.09024
10101 Hamamatsu -18654.2887 -4584.7711 -2945.8011 98.7185 -166.1918 342917376 0.22408 0.970206 -30.4389 6205.43 1.01963
10102 HighQENNVT -18515.0915 -5118.0074 -2945.8011 98.7185 -164.5479 342921728 0.243426 0.981362 11.3431 38974.5 1.10287
10103 HighQENNVT -18360.6536 -5647.0355 -2945.8011 98.7185 -162.9041 342925824 0.205264 0.962433 14.7061 31993.1 1.10324
10104 Hamamatsu -18006.5824 -6690.7102 -2945.8011 98.7185 -159.6164 342929664 0.227374 0.968205 -27.1749 6705.57 1.01563
10105 Hamamatsu -17807.2395 -7204.5009 -2945.8011 98.7185 -157.9726 342933760 0.23306 0.962105 -30.1809 8071.98 1.01635
10106 Hamamatsu -17593.2404 -7712.3605 -2945.8011 98.7185 -156.3288 342937856 0.216204 0.975179 -26.4219 5205.99 1.01643
10107 HighQENNVT -17364.7602 -8213.8733 -2945.8011 98.7185 -154.6849 342942208 0.251813 0.961235 16.3091 36273.8 1.10061
10108 Hamamatsu -17121.9872 -8708.6259 -2945.8011 98.7185 -153.0411 342946048 0.211502 0.978867 -25.9759 7406.2 1.0146
10109 HighQENNVT -16865.1219 -9196.2098 -2945.8011 98.7185 -151.3973 342950400 0.199086 0.968117 14.7301 32059.8 1.09864
10110 Hamamatsu -16309.9697 -10148.2758 -2945.8011 98.7185 -148.1096 342954240 0.21598 0.976471 -27.9879 6729.86 1.01913
10111 NNVT -16012.1399 -10611.9738 -2945.8011 98.7185 -146.4658 342958592 0.220674 0.965872 13.2511 25771.7 1.10475
10112 Hamamatsu -15701.1297 -11066.939 -2945.8011 98.7185 -144.8219 342962432 0.242646 0.965845 -27.3209 6489.97 1.01179
10113 HighQENNVT -15377.1971 -11512.7938 -2945.8011 98.7185 -143.1781 342966784 0.24476 0.95868 5.13907 45310.3 1.10222
10114 Hamamatsu -15040.6078 -11949.1728 -2945.8011 98.7185 -141.5342 342970624 0.203135 0.974752 -26.8349 4682.4 1.02094
10115 HighQENNVT -14691.6388 -12375.7166 -2945.8011 98.7185 -139.8904 342974976 0.197297 0.96941 9.58109 24180.9 1.1012
10116 Hamamatsu -13957.721 -13197.9027 -2945.8011 98.7185 -136.6027 342978816 0.212435 0.949123 -23.1199 6815.84 1.01216
10117 HighQENNVT -13573.3779 -13592.8666 -2945.8011 98.7185 -134.9589 342983168 0.255684 0.966549 10.0341 45281.1 1.09645
10118 Hamamatsu -13177.8614 -13976.6441 -2945.8011 98.7185 -133.3151 342987008 0.229158 0.974376 -28.9079 6876.21 1.01288
10119 NNVT -12771.4985 -14348.9176 -2945.8011 98.7185 -131.6712 342991360 0.233617 0.96729 12.7971 33289.6 1.09932
10120 Hamamatsu -12354.6227 -14709.3817 -2945.8011 98.7185 -130.0274 342995200 0.258631 0.961739 -28.2939 7709.01 1.01702
10121 Hamamatsu -11927.5776 -15057.739 -2945.8011 98.7185 -128.3835 342999296 0.217192 0.972284 -24.7979 6861.36 1.01702
10122 HighQENNVT -11044.3995 -15716.9924 -2945.8011 98.7185 -125.0959 343003648 0.223127 0.974758 13.7661 29994.7 1.09831
10123 Hamamatsu -10588.9903 -16027.3484 -2945.8011 98.7185 -123.452 343007488 0.231459 0.971293 -34.9619 7280.89 1.01447
10124 HighQENNVT -10124.8654 -16324.5126 -2945.8011 98.7185 -121.8082 343011840 0.240502 0.94679 8.38406 36263.1 1.10736
10125 Hamamatsu -9652.407 -16608.2405 -2945.8011 98.7185 -120.1644 343015680 0.22047 0.953176 -25.7399 6207.12 1.01449
10126 NNVT -9172.0039 -16878.2984 -2945.8011 98.7185 -118.5205 343020032 0.243142 0.969971 9.03009 32655.9 1.10672
10127 Hamamatsu -8684.0508 -17134.4645 -2945.8011 98.7185 -116.8767 343023872 0.236142 0.960851 -28.6259 9044.67 1.01106
10128 HighQENNVT -8188.952 -17376.5266 -2945.8011 98.7185 -115.2329 343028224 0.236816 0.961693 8.29507 39001.0 1.10622
10129 Hamamatsu -7178.9445 -17817.5579 -2945.8011 98.7185 -111.9452 343032064 0.230525 0.963702 -29.3359 6592.9 1.01908
10130 NNVT -6664.8683 -18016.1634 -2945.8011 98.7185 -110.3014 343036416 0.237053 0.968386 9.56308 29134.4 1.10262
10131 Hamamatsu -6145.3064 -18199.9401 -2945.8011 98.7185 -108.6575 343040256 0.218664 0.974669 -27.8819 5827.08 1.01541
10132 HighQENNVT -5620.6865 -18368.7369 -2945.8011 98.7185 -107.0137 343044608 0.240617 0.970358 13.6541 46641.6 1.1028
10133 Hamamatsu -5091.4403 -18522.4147 -2945.8011 98.7185 -105.3699 343048448 0.232194 0.957143 -28.8619 7111.49 1.0122
10134 HighQENNVT -4558.0025 -18660.8474 -2945.8011 98.7185 -103.726 343052800 0.210136 0.962769 15.5991 27449.6 1.10279
10135 Hamamatsu -3480.3184 -18891.5324 -2945.8011 98.7185 -100.4384 343056640 0.204755 0.973211 -23.1259 5897.5 1.01945
10136 HighQENNVT -2936.956 -18983.5956 -2945.8011 98.7185 -98.7945 343060992 0.196685 0.98099 12.5901 30738.0 1.11529
10137 Hamamatsu -2391.1749 -19060.034 -2945.8011 98.7185 -97.1507 343064832 0.243446 0.970739 -25.5839 4745.13 1.01896
10138 Hamamatsu -1843.4277 -19120.7841 -2945.8011 98.7185 -95.5068 343068928 0.221045 0.98164 -27.6789 8663.9 1.0145
10139 HighQENNVT -1294.1631 -19165.7965 -2945.8011 98.7185 -93.863 343073280 0.233829 0.969821 13.6661 40562.9 1.1051
10140 Hamamatsu -743.8328 -19195.0339 -2945.8011 98.7185 -92.2192 343077376 0.230165 0.955756 -31.5519 7558.28 1.01834
10141 HighQENNVT 358.2113 -19206.1005 -2945.8011 98.7185 -88.9315 343081472 0.199041 0.96948 9.74408 25443.2 1.10004
10142 Hamamatsu 909.0172 -19187.9207 -2945.8011 98.7185 -87.2877 343085312 0.229351 0.967584 -31.4089 6375.86 1.01844
10143 HighQENNVT 1459.0754 -19153.9477 -2945.8011 98.7185 -85.6438 343089664 0.261301 0.960788 18.5101 47711.1 1.10605
10144 Hamamatsu 2007.9329 -19104.2094 -2945.8011 98.7185 -84.0 343093504 0.227272 0.969131 -29.7869 4602.12 1.01562
10145 NNVT 2555.1399 -19038.7466 -2945.8011 98.7185 -82.3562 343097856 0.222205 0.987961 7.11609 32448.7 1.10694
10146 Hamamatsu 3100.2408 -18957.6138 -2945.8011 98.7185 -80.7123 343101696 0.243766 0.978069 -31.2569 5134.68 1.01879
10147 NNVT 3642.7904 -18860.8772 -2945.8011 98.7185 -79.0685 343106048 0.256494 0.966736 13.4121 43383.5 1.0987
10148 Hamamatsu 4718.4512 -18620.9245 -2945.8011 98.7185 -75.7808 343109888 0.240134 0.977838 -27.6999 9731.45 1.02085
10149 NNVT 5250.6761 -18477.9061 -2945.8011 98.7185 -74.137 343114240 0.233096 0.986327 20.0511 30366.0 1.09879
10150 Hamamatsu 5778.5821 -18319.678 -2945.8011 98.7185 -72.4931 343118080 0.222986 0.966526 -27.6739 4090.7 1.01206
10151 NNVT 6301.7297 -18146.372 -2945.8011 98.7185 -70.8493 343122432 0.232815 0.969557 16.4921 29563.7 1.09269
10152 Hamamatsu 6819.6904 -17958.13 -2945.8011 98.7185 -69.2055 343126272 0.232451 0.976075 -29.5599 7293.53 1.01541
10153 HighQENNVT 7332.0381 -17755.1071 -2945.8011 98.7185 -67.5616 343130624 0.236167 0.977741 7.26108 44449.7 1.10984
10154 Hamamatsu 8338.2123 -17305.3988 -2945.8011 98.7185 -64.274 343134464 0.2179 0.968105 -29.9159 5649.84 1.01494
10155 Hamamatsu 8831.2093 -17059.0842 -2945.8011 98.7185 -62.6301 343138560 0.232006 0.970473 -30.2369 9753.93 1.0129
10156 HighQENNVT 9316.9385 -16798.7282 -2945.8011 98.7185 -60.9863 343142912 0.227615 0.990086 13.0831 22316.8 1.10069
10157 Hamamatsu 9794.9993 -16524.5454 -2945.8011 98.7185 -59.3425 343146752 0.241152 0.983536 -29.7749 9288.55 1.01689
10158 HighQENNVT 10264.9981 -16236.7615 -2945.8011 98.7185 -57.6986 343151104 0.235663 0.973474 13.0041 33554.6 1.10312
10159 Hamamatsu 10726.548 -15935.6135 -2945.8011 98.7185 -56.0548 343154944 0.2241 0.965053 -29.3329 6887.97 1.01707
10160 HighQENNVT 11622.7908 -15294.2259 -2945.8011 98.7185 -52.7671 343159296 0.232618 0.972572 10.3761 49654.0 1.12021
10161 Hamamatsu 12056.7444 -14954.5153 -2945.8011 98.7185 -51.1233 343163136 0.21554 0.962859 -28.2539 7070.85 1.01074
10162 NNVT 12480.7743 -14602.4959 -2945.8011 98.7185 -49.4794 343167488 0.250551 0.966585 11.6281 25831.2 1.10698
10163 Hamamatsu 12894.5314 -14238.4575 -2945.8011 98.7185 -47.8356 343171328 0.239108 0.987762 -26.2959 7541.9 1.01206
10164 HighQENNVT 13297.6751 -13862.6999 -2945.8011 98.7185 -46.1918 343175680 0.254647 0.962317 17.1641 46089.3 1.11035
10165 Hamamatsu 13689.8725 -13475.5335 -2945.8011 98.7185 -44.5479 343179520 0.242692 0.96692 -31.2329 7450.34 1.01691
10166 HighQENNVT 14070.8032 -13077.2745 -2945.8011 98.7185 -42.9041 343183872 0.215452 0.977251 14.0701 26466.2 1.08629
10167 Hamamatsu 14797.6172 -12248.8015 -2945.8011 98.7185 -39.6164 343187712 0.234112 0.968939 -22.5569 6745.81 1.01837
10168 HighQENNVT 15142.9024 -11819.2689 -2945.8011 98.7185 -37.9726 343192064 0.248747 0.968555 5.60709 34182.1 1.10061
10169 Hamamatsu 15475.7232 -11380.009 -2945.8011 98.7185 -36.3288 343195904 0.223121 0.970438 -26.4499 5003.49 1.02089
10170 NNVT 15795.8038 -10931.3857 -2945.8011 98.7185 -34.6849 343200256 0.246205 0.957341 10.8071 25473.2 1.10309
10171 Hamamatsu 16102.8854 -10473.7621 -2945.8011 98.7185 -33.0411 343204096 0.247337 0.991137 -25.6909 8464.41 1.01844
10172 Hamamatsu 16396.713 -10007.5178 -2945.8011 98.7185 -31.3973 343208192 0.220065 0.970877 -25.1189 8918.06 1.01366
